# FFCharge Data File
#
# Format: scheme,position,residue,atom,charge
#
# Position: n (n-terminal), n- (n-terminal deprotonated), c (c-terminal), c+ (c-terminal protonated), 5 (5'), 3 (3'), m (middle), (empty for none - water/ion)
#
# Scheme Keys:
#   Protein: amber-ffsb, amber-ff03, charmm
#   DNA:     amber, charmm
#   RNA:     amber, charmm
#   Water:   tip3p, tip3p-fb, spc, spc-e, opc3
#   Ion:     classic

scheme,position,residue,atom,charge

# Protein: amber-ffsb

# ALA - middle
amber-ffsb,c+,ASH,OXT,-0.5380000
amber-ffsb,c+,ASH,HOXT,0.4650000

# CYS - middle
amber-ffsb,m,CYS,N,-0.4157000
amber-ffsb,m,CYS,H,0.2719000
amber-ffsb,m,CYS,CA,0.0213000
amber-ffsb,m,CYS,HA,0.1124000
amber-ffsb,m,CYS,CB,-0.1231000
amber-ffsb,m,CYS,HB2,0.1112000
amber-ffsb,m,CYS,HB3,0.1112000
amber-ffsb,m,CYS,SG,-0.3119000
amber-ffsb,m,CYS,HG,0.1933000
amber-ffsb,m,CYS,C,0.5973000
amber-ffsb,m,CYS,O,-0.5679000

# CYS - n-terminal
amber-ffsb,n,CYS,N,0.1325000
amber-ffsb,n,CYS,H1,0.2023000
amber-ffsb,n,CYS,H2,0.2023000
amber-ffsb,n,CYS,H3,0.2023000
amber-ffsb,n,CYS,CA,0.0927000
amber-ffsb,n,CYS,HA,0.1411000
amber-ffsb,n,CYS,CB,-0.1195000
amber-ffsb,n,CYS,HB2,0.1188000
amber-ffsb,n,CYS,HB3,0.1188000
amber-ffsb,n,CYS,SG,-0.3298000
amber-ffsb,n,CYS,HG,0.1975000
amber-ffsb,n,CYS,C,0.6123000
amber-ffsb,n,CYS,O,-0.5713000

# CYS - c-terminal
amber-ffsb,c,CYS,N,-0.3821000
amber-ffsb,c,CYS,H,0.2681000
amber-ffsb,c,CYS,CA,-0.1635000
amber-ffsb,c,CYS,HA,0.1396000
amber-ffsb,c,CYS,CB,-0.1996000
amber-ffsb,c,CYS,HB2,0.1437000
amber-ffsb,c,CYS,HB3,0.1437000
amber-ffsb,c,CYS,SG,-0.3102000
amber-ffsb,c,CYS,HG,0.2068000
amber-ffsb,c,CYS,C,0.7497000
amber-ffsb,c,CYS,O,-0.7981000
amber-ffsb,c,CYS,OXT,-0.7981000

# CYS - n-terminal deprotonated
amber-ffsb,n-,CYS,N,-0.6652000
amber-ffsb,n-,CYS,H1,0.2023000
amber-ffsb,n-,CYS,H2,0.2023000
amber-ffsb,n-,CYS,CA,0.0927000
amber-ffsb,n-,CYS,HA,0.1411000
amber-ffsb,n-,CYS,CB,-0.1195000
amber-ffsb,n-,CYS,HB2,0.1188000
amber-ffsb,n-,CYS,HB3,0.1188000
amber-ffsb,n-,CYS,SG,-0.3298000
amber-ffsb,n-,CYS,HG,0.1975000
amber-ffsb,n-,CYS,C,0.6123000
amber-ffsb,n-,CYS,O,-0.5713000

# CYS - c-terminal protonated
amber-ffsb,c+,CYS,N,-0.3821000
amber-ffsb,c+,CYS,H,0.2681000
amber-ffsb,c+,CYS,CA,-0.1635000
amber-ffsb,c+,CYS,HA,0.1396000
amber-ffsb,c+,CYS,CB,-0.1996000
amber-ffsb,c+,CYS,HB2,0.1437000
amber-ffsb,c+,CYS,HB3,0.1437000
amber-ffsb,c+,CYS,SG,-0.3102000
amber-ffsb,c+,CYS,HG,0.2068000
amber-ffsb,c+,CYS,C,0.7497000
amber-ffsb,c+,CYS,O,-0.5306000
amber-ffsb,c+,CYS,OXT,-0.5306000
amber-ffsb,c+,CYS,HOXT,0.4650000

# CYM - middle
amber-ffsb,m,CYM,N,-0.4157000
amber-ffsb,m,CYM,H,0.2719000
amber-ffsb,m,CYM,CA,-0.0351000
amber-ffsb,m,CYM,HA,0.0508000
amber-ffsb,m,CYM,CB,-0.2413000
amber-ffsb,m,CYM,HB2,0.1122000
amber-ffsb,m,CYM,HB3,0.1122000
amber-ffsb,m,CYM,SG,-0.8844000
amber-ffsb,m,CYM,C,0.5973000
amber-ffsb,m,CYM,O,-0.5679000

# CYM - n-terminal
amber-ffsb,n,CYM,N,0.1588000
amber-ffsb,n,CYM,H1,0.2286000
amber-ffsb,n,CYM,H2,0.2286000
amber-ffsb,n,CYM,H3,0.2286000
amber-ffsb,n,CYM,CA,-0.0351000
amber-ffsb,n,CYM,HA,0.0508000
amber-ffsb,n,CYM,CB,-0.2413000
amber-ffsb,n,CYM,HB2,0.1122000
amber-ffsb,n,CYM,HB3,0.1122000
amber-ffsb,n,CYM,SG,-0.8844000
amber-ffsb,n,CYM,C,0.6123000
amber-ffsb,n,CYM,O,-0.5713000

# CYM - c-terminal
amber-ffsb,c,CYM,N,-0.3821000
amber-ffsb,c,CYM,H,0.2681000
amber-ffsb,c,CYM,CA,-0.0351000
amber-ffsb,c,CYM,HA,0.0508000
amber-ffsb,c,CYM,CB,-0.2413000
amber-ffsb,c,CYM,HB2,0.1122000
amber-ffsb,c,CYM,HB3,0.1122000
amber-ffsb,c,CYM,SG,-0.8844000
amber-ffsb,c,CYM,C,0.6984000
amber-ffsb,c,CYM,O,-0.8494000
amber-ffsb,c,CYM,OXT,-0.8494000

# CYM - n-terminal deprotonated
amber-ffsb,n-,CYM,N,-0.6126000
amber-ffsb,n-,CYM,H1,0.2286000
amber-ffsb,n-,CYM,H2,0.2286000
amber-ffsb,n-,CYM,CA,-0.0351000
amber-ffsb,n-,CYM,HA,0.0508000
amber-ffsb,n-,CYM,CB,-0.2413000
amber-ffsb,n-,CYM,HB2,0.1122000
amber-ffsb,n-,CYM,HB3,0.1122000
amber-ffsb,n-,CYM,SG,-0.8844000
amber-ffsb,n-,CYM,C,0.6123000
amber-ffsb,n-,CYM,O,-0.5713000

# CYM - c-terminal protonated
amber-ffsb,c+,CYM,N,-0.3821000
amber-ffsb,c+,CYM,H,0.2681000
amber-ffsb,c+,CYM,CA,-0.0351000
amber-ffsb,c+,CYM,HA,0.0508000
amber-ffsb,c+,CYM,CB,-0.2413000
amber-ffsb,c+,CYM,HB2,0.1122000
amber-ffsb,c+,CYM,HB3,0.1122000
amber-ffsb,c+,CYM,SG,-0.8844000
amber-ffsb,c+,CYM,C,0.6984000
amber-ffsb,c+,CYM,O,-0.5819000
amber-ffsb,c+,CYM,OXT,-0.5819000
amber-ffsb,c+,CYM,HOXT,0.4650000

# CYX - middle
amber-ffsb,m,CYX,N,-0.4157000
amber-ffsb,m,CYX,H,0.2719000
amber-ffsb,m,CYX,CA,0.0429000
amber-ffsb,m,CYX,HA,0.0766000
amber-ffsb,m,CYX,CB,-0.0790000
amber-ffsb,m,CYX,HB2,0.0910000
amber-ffsb,m,CYX,HB3,0.0910000
amber-ffsb,m,CYX,SG,-0.1081000
amber-ffsb,m,CYX,C,0.5973000
amber-ffsb,m,CYX,O,-0.5679000

# CYX - n-terminal
amber-ffsb,n,CYX,N,0.2069000
amber-ffsb,n,CYX,H1,0.1815000
amber-ffsb,n,CYX,H2,0.1815000
amber-ffsb,n,CYX,H3,0.1815000
amber-ffsb,n,CYX,CA,0.1055000
amber-ffsb,n,CYX,HA,0.0922000
amber-ffsb,n,CYX,CB,-0.0277000
amber-ffsb,n,CYX,HB2,0.0680000
amber-ffsb,n,CYX,HB3,0.0680000
amber-ffsb,n,CYX,SG,-0.0984000
amber-ffsb,n,CYX,C,0.6123000
amber-ffsb,n,CYX,O,-0.5713000

# CYX - c-terminal
amber-ffsb,c,CYX,N,-0.3821000
amber-ffsb,c,CYX,H,0.2681000
amber-ffsb,c,CYX,CA,-0.1318000
amber-ffsb,c,CYX,HA,0.0938000
amber-ffsb,c,CYX,CB,-0.1943000
amber-ffsb,c,CYX,HB2,0.1228000
amber-ffsb,c,CYX,HB3,0.1228000
amber-ffsb,c,CYX,SG,-0.0529000
amber-ffsb,c,CYX,C,0.7618000
amber-ffsb,c,CYX,O,-0.8041000
amber-ffsb,c,CYX,OXT,-0.8041000

# CYX - n-terminal deprotonated
amber-ffsb,n-,CYX,N,-0.6116000
amber-ffsb,n-,CYX,H1,0.1815000
amber-ffsb,n-,CYX,H2,0.1815000
amber-ffsb,n-,CYX,CA,0.1055000
amber-ffsb,n-,CYX,HA,0.0922000
amber-ffsb,n-,CYX,CB,-0.0277000
amber-ffsb,n-,CYX,HB2,0.0680000
amber-ffsb,n-,CYX,HB3,0.0680000
amber-ffsb,n-,CYX,SG,-0.0984000
amber-ffsb,n-,CYX,C,0.6123000
amber-ffsb,n-,CYX,O,-0.5713000

# CYX - c-terminal protonated
amber-ffsb,c+,CYX,N,-0.3821000
amber-ffsb,c+,CYX,H,0.2681000
amber-ffsb,c+,CYX,CA,-0.1318000
amber-ffsb,c+,CYX,HA,0.0938000
amber-ffsb,c+,CYX,CB,-0.1943000
amber-ffsb,c+,CYX,HB2,0.1228000
amber-ffsb,c+,CYX,HB3,0.1228000
amber-ffsb,c+,CYX,SG,-0.0529000
amber-ffsb,c+,CYX,C,0.7618000
amber-ffsb,c+,CYX,O,-0.5366000
amber-ffsb,c+,CYX,OXT,-0.5366000
amber-ffsb,c+,CYX,HOXT,0.4650000

# GLN - middle
amber-ffsb,m,GLN,N,-0.4157000
amber-ffsb,m,GLN,H,0.2719000
amber-ffsb,m,GLN,CA,-0.0031000
amber-ffsb,m,GLN,HA,0.0850000
amber-ffsb,m,GLN,CB,-0.0036000
amber-ffsb,m,GLN,HB2,0.0171000
amber-ffsb,m,GLN,HB3,0.0171000
amber-ffsb,m,GLN,CG,-0.0645000
amber-ffsb,m,GLN,HG2,0.0352000
amber-ffsb,m,GLN,HG3,0.0352000
amber-ffsb,m,GLN,CD,0.6951000
amber-ffsb,m,GLN,OE1,-0.6086000
amber-ffsb,m,GLN,NE2,-0.9407000
amber-ffsb,m,GLN,HE21,0.4251000
amber-ffsb,m,GLN,HE22,0.4251000
amber-ffsb,m,GLN,C,0.5973000
amber-ffsb,m,GLN,O,-0.5679000

# GLN - n-terminal
amber-ffsb,n,GLN,N,0.1493000
amber-ffsb,n,GLN,H1,0.1996000
amber-ffsb,n,GLN,H2,0.1996000
amber-ffsb,n,GLN,H3,0.1996000
amber-ffsb,n,GLN,CA,0.0536000
amber-ffsb,n,GLN,HA,0.1015000
amber-ffsb,n,GLN,CB,0.0651000
amber-ffsb,n,GLN,HB2,0.0050000
amber-ffsb,n,GLN,HB3,0.0050000
amber-ffsb,n,GLN,CG,-0.0903000
amber-ffsb,n,GLN,HG2,0.0331000
amber-ffsb,n,GLN,HG3,0.0331000
amber-ffsb,n,GLN,CD,0.7354000
amber-ffsb,n,GLN,OE1,-0.6133000
amber-ffsb,n,GLN,NE2,-1.0031000
amber-ffsb,n,GLN,HE21,0.4429000
amber-ffsb,n,GLN,HE22,0.4429000
amber-ffsb,n,GLN,C,0.6123000
amber-ffsb,n,GLN,O,-0.5713000

# GLN - c-terminal
amber-ffsb,c,GLN,N,-0.3821000
amber-ffsb,c,GLN,H,0.2681000
amber-ffsb,c,GLN,CA,-0.2248000
amber-ffsb,c,GLN,HA,0.1232000
amber-ffsb,c,GLN,CB,-0.0664000
amber-ffsb,c,GLN,HB2,0.0452000
amber-ffsb,c,GLN,HB3,0.0452000
amber-ffsb,c,GLN,CG,-0.0210000
amber-ffsb,c,GLN,HG2,0.0203000
amber-ffsb,c,GLN,HG3,0.0203000
amber-ffsb,c,GLN,CD,0.7093000
amber-ffsb,c,GLN,OE1,-0.6098000
amber-ffsb,c,GLN,NE2,-0.9574000
amber-ffsb,c,GLN,HE21,0.4304000
amber-ffsb,c,GLN,HE22,0.4304000
amber-ffsb,c,GLN,C,0.7775000
amber-ffsb,c,GLN,O,-0.8042000
amber-ffsb,c,GLN,OXT,-0.8042000

# GLN - n-terminal deprotonated
amber-ffsb,n-,GLN,N,-0.6511000
amber-ffsb,n-,GLN,H1,0.1996000
amber-ffsb,n-,GLN,H2,0.1996000
amber-ffsb,n-,GLN,CA,0.0536000
amber-ffsb,n-,GLN,HA,0.1015000
amber-ffsb,n-,GLN,CB,0.0651000
amber-ffsb,n-,GLN,HB2,0.0050000
amber-ffsb,n-,GLN,HB3,0.0050000
amber-ffsb,n-,GLN,CG,-0.0903000
amber-ffsb,n-,GLN,HG2,0.0331000
amber-ffsb,n-,GLN,HG3,0.0331000
amber-ffsb,n-,GLN,CD,0.7354000
amber-ffsb,n-,GLN,OE1,-0.6133000
amber-ffsb,n-,GLN,NE2,-1.0031000
amber-ffsb,n-,GLN,HE21,0.4429000
amber-ffsb,n-,GLN,HE22,0.4429000
amber-ffsb,n-,GLN,C,0.6123000
amber-ffsb,n-,GLN,O,-0.5713000

# GLN - c-terminal protonated
amber-ffsb,c+,GLN,N,-0.3821000
amber-ffsb,c+,GLN,H,0.2681000
amber-ffsb,c+,GLN,CA,-0.2248000
amber-ffsb,c+,GLN,HA,0.1232000
amber-ffsb,c+,GLN,CB,-0.0664000
amber-ffsb,c+,GLN,HB2,0.0452000
amber-ffsb,c+,GLN,HB3,0.0452000
amber-ffsb,c+,GLN,CG,-0.0210000
amber-ffsb,c+,GLN,HG2,0.0203000
amber-ffsb,c+,GLN,HG3,0.0203000
amber-ffsb,c+,GLN,CD,0.7093000
amber-ffsb,c+,GLN,OE1,-0.6098000
amber-ffsb,c+,GLN,NE2,-0.9574000
amber-ffsb,c+,GLN,HE21,0.4304000
amber-ffsb,c+,GLN,HE22,0.4304000
amber-ffsb,c+,GLN,C,0.7775000
amber-ffsb,c+,GLN,O,-0.5367000
amber-ffsb,c+,GLN,OXT,-0.5367000
amber-ffsb,c+,GLN,HOXT,0.4650000

# GLU - middle
amber-ffsb,m,GLU,N,-0.5163000
amber-ffsb,m,GLU,H,0.2936000
amber-ffsb,m,GLU,CA,0.0397000
amber-ffsb,m,GLU,HA,0.1105000
amber-ffsb,m,GLU,CB,0.0560000
amber-ffsb,m,GLU,HB2,-0.0173000
amber-ffsb,m,GLU,HB3,-0.0173000
amber-ffsb,m,GLU,CG,0.0136000
amber-ffsb,m,GLU,HG2,-0.0425000
amber-ffsb,m,GLU,HG3,-0.0425000
amber-ffsb,m,GLU,CD,0.8054000
amber-ffsb,m,GLU,OE1,-0.8188000
amber-ffsb,m,GLU,OE2,-0.8188000
amber-ffsb,m,GLU,C,0.5366000
amber-ffsb,m,GLU,O,-0.5819000

# GLU - n-terminal
amber-ffsb,n,GLU,N,0.0017000
amber-ffsb,n,GLU,H1,0.2391000
amber-ffsb,n,GLU,H2,0.2391000
amber-ffsb,n,GLU,H3,0.2391000
amber-ffsb,n,GLU,CA,0.0588000
amber-ffsb,n,GLU,HA,0.1202000
amber-ffsb,n,GLU,CB,0.0909000
amber-ffsb,n,GLU,HB2,-0.0232000
amber-ffsb,n,GLU,HB3,-0.0232000
amber-ffsb,n,GLU,CG,-0.0236000
amber-ffsb,n,GLU,HG2,-0.0315000
amber-ffsb,n,GLU,HG3,-0.0315000
amber-ffsb,n,GLU,CD,0.8087000
amber-ffsb,n,GLU,OE1,-0.8189000
amber-ffsb,n,GLU,OE2,-0.8189000
amber-ffsb,n,GLU,C,0.5621000
amber-ffsb,n,GLU,O,-0.5889000

# GLU - c-terminal
amber-ffsb,c,GLU,N,-0.5192000
amber-ffsb,c,GLU,H,0.3055000
amber-ffsb,c,GLU,CA,-0.2059000
amber-ffsb,c,GLU,HA,0.1399000
amber-ffsb,c,GLU,CB,0.0071000
amber-ffsb,c,GLU,HB2,-0.0078000
amber-ffsb,c,GLU,HB3,-0.0078000
amber-ffsb,c,GLU,CG,0.0675000
amber-ffsb,c,GLU,HG2,-0.0548000
amber-ffsb,c,GLU,HG3,-0.0548000
amber-ffsb,c,GLU,CD,0.8183000
amber-ffsb,c,GLU,OE1,-0.8220000
amber-ffsb,c,GLU,OE2,-0.8220000
amber-ffsb,c,GLU,C,0.7420000
amber-ffsb,c,GLU,O,-0.7930000
amber-ffsb,c,GLU,OXT,-0.7930000

# GLU - n-terminal deprotonated
amber-ffsb,n-,GLU,N,-0.7592000
amber-ffsb,n-,GLU,H1,0.2391000
amber-ffsb,n-,GLU,H2,0.2391000
amber-ffsb,n-,GLU,CA,0.0588000
amber-ffsb,n-,GLU,HA,0.1202000
amber-ffsb,n-,GLU,CB,0.0909000
amber-ffsb,n-,GLU,HB2,-0.0232000
amber-ffsb,n-,GLU,HB3,-0.0232000
amber-ffsb,n-,GLU,CG,-0.0236000
amber-ffsb,n-,GLU,HG2,-0.0315000
amber-ffsb,n-,GLU,HG3,-0.0315000
amber-ffsb,n-,GLU,CD,0.8087000
amber-ffsb,n-,GLU,OE1,-0.8189000
amber-ffsb,n-,GLU,OE2,-0.8189000
amber-ffsb,n-,GLU,C,0.5621000
amber-ffsb,n-,GLU,O,-0.5889000

# GLU - c-terminal protonated
amber-ffsb,c+,GLU,N,-0.5192000
amber-ffsb,c+,GLU,H,0.3055000
amber-ffsb,c+,GLU,CA,-0.2059000
amber-ffsb,c+,GLU,HA,0.1399000
amber-ffsb,c+,GLU,CB,0.0071000
amber-ffsb,c+,GLU,HB2,-0.0078000
amber-ffsb,c+,GLU,HB3,-0.0078000
amber-ffsb,c+,GLU,CG,0.0675000
amber-ffsb,c+,GLU,HG2,-0.0548000
amber-ffsb,c+,GLU,HG3,-0.0548000
amber-ffsb,c+,GLU,CD,0.8183000
amber-ffsb,c+,GLU,OE1,-0.8220000
amber-ffsb,c+,GLU,OE2,-0.8220000
amber-ffsb,c+,GLU,C,0.7420000
amber-ffsb,c+,GLU,O,-0.5255000
amber-ffsb,c+,GLU,OXT,-0.5255000
amber-ffsb,c+,GLU,HOXT,0.4650000

# GLH - middle
amber-ffsb,m,GLH,N,-0.4157000
amber-ffsb,m,GLH,H,0.2719000
amber-ffsb,m,GLH,CA,0.0145000
amber-ffsb,m,GLH,HA,0.0779000
amber-ffsb,m,GLH,CB,-0.0071000
amber-ffsb,m,GLH,HB2,0.0256000
amber-ffsb,m,GLH,HB3,0.0256000
amber-ffsb,m,GLH,CG,-0.0174000
amber-ffsb,m,GLH,HG2,0.0430000
amber-ffsb,m,GLH,HG3,0.0430000
amber-ffsb,m,GLH,CD,0.6801000
amber-ffsb,m,GLH,OE1,-0.5838000
amber-ffsb,m,GLH,OE2,-0.6511000
amber-ffsb,m,GLH,HE2,0.4641000
amber-ffsb,m,GLH,C,0.5973000
amber-ffsb,m,GLH,O,-0.5679000

# GLH - n-terminal
amber-ffsb,n,GLH,N,0.0017000
amber-ffsb,n,GLH,H1,0.2391000
amber-ffsb,n,GLH,H2,0.2391000
amber-ffsb,n,GLH,H3,0.2391000
amber-ffsb,n,GLH,CA,0.0588000
amber-ffsb,n,GLH,HA,0.1202000
amber-ffsb,n,GLH,CB,-0.0071000
amber-ffsb,n,GLH,HB2,0.0256000
amber-ffsb,n,GLH,HB3,0.0256000
amber-ffsb,n,GLH,CG,-0.0174000
amber-ffsb,n,GLH,HG2,0.0430000
amber-ffsb,n,GLH,HG3,0.0430000
amber-ffsb,n,GLH,CD,0.6801000
amber-ffsb,n,GLH,OE1,-0.5838000
amber-ffsb,n,GLH,OE2,-0.6511000
amber-ffsb,n,GLH,HE2,0.4641000
amber-ffsb,n,GLH,C,0.5973000
amber-ffsb,n,GLH,O,-0.5679000

# GLH - c-terminal
amber-ffsb,c,GLH,N,-0.4157000
amber-ffsb,c,GLH,H,0.2719000
amber-ffsb,c,GLH,CA,-0.2059000
amber-ffsb,c,GLH,HA,0.1399000
amber-ffsb,c,GLH,CB,-0.0071000
amber-ffsb,c,GLH,HB2,0.0256000
amber-ffsb,c,GLH,HB3,0.0256000
amber-ffsb,c,GLH,CG,-0.0174000
amber-ffsb,c,GLH,HG2,0.0430000
amber-ffsb,c,GLH,HG3,0.0430000
amber-ffsb,c,GLH,CD,0.6801000
amber-ffsb,c,GLH,OE1,-0.5838000
amber-ffsb,c,GLH,OE2,-0.6511000
amber-ffsb,c,GLH,HE2,0.4641000
amber-ffsb,c,GLH,C,0.7420000
amber-ffsb,c,GLH,O,-0.7930000
amber-ffsb,c,GLH,OXT,-0.7930000

# GLH - n-terminal deprotonated
amber-ffsb,n-,GLH,N,-0.7592000
amber-ffsb,n-,GLH,H1,0.2391000
amber-ffsb,n-,GLH,H2,0.2391000
amber-ffsb,n-,GLH,CA,0.0588000
amber-ffsb,n-,GLH,HA,0.1202000
amber-ffsb,n-,GLH,CB,-0.0071000
amber-ffsb,n-,GLH,HB2,0.0256000
amber-ffsb,n-,GLH,HB3,0.0256000
amber-ffsb,n-,GLH,CG,-0.0174000
amber-ffsb,n-,GLH,HG2,0.0430000
amber-ffsb,n-,GLH,HG3,0.0430000
amber-ffsb,n-,GLH,CD,0.6801000
amber-ffsb,n-,GLH,OE1,-0.5838000
amber-ffsb,n-,GLH,OE2,-0.6511000
amber-ffsb,n-,GLH,HE2,0.4641000
amber-ffsb,n-,GLH,C,0.5973000
amber-ffsb,n-,GLH,O,-0.5679000

# GLH - c-terminal protonated
amber-ffsb,c+,GLH,N,-0.4157000
amber-ffsb,c+,GLH,H,0.2719000
amber-ffsb,c+,GLH,CA,-0.2059000
amber-ffsb,c+,GLH,HA,0.1399000
amber-ffsb,c+,GLH,CB,-0.0071000
amber-ffsb,c+,GLH,HB2,0.0256000
amber-ffsb,c+,GLH,HB3,0.0256000
amber-ffsb,c+,GLH,CG,-0.0174000
amber-ffsb,c+,GLH,HG2,0.0430000
amber-ffsb,c+,GLH,HG3,0.0430000
amber-ffsb,c+,GLH,CD,0.6801000
amber-ffsb,c+,GLH,OE1,-0.5838000
amber-ffsb,c+,GLH,OE2,-0.6511000
amber-ffsb,c+,GLH,HE2,0.4641000
amber-ffsb,c+,GLH,C,0.7420000
amber-ffsb,c+,GLH,O,-0.5255000
amber-ffsb,c+,GLH,OXT,-0.5255000
amber-ffsb,c+,GLH,HOXT,0.4650000

# GLY - middle
amber-ffsb,m,GLY,N,-0.4157000
amber-ffsb,m,GLY,H,0.2719000
amber-ffsb,m,GLY,CA,-0.0252000
amber-ffsb,m,GLY,HA2,0.0698000
amber-ffsb,m,GLY,HA3,0.0698000
amber-ffsb,m,GLY,C,0.5973000
amber-ffsb,m,GLY,O,-0.5679000

# GLY - n-terminal
amber-ffsb,n,GLY,N,0.2943000
amber-ffsb,n,GLY,H1,0.1642000
amber-ffsb,n,GLY,H2,0.1642000
amber-ffsb,n,GLY,H3,0.1642000
amber-ffsb,n,GLY,CA,-0.0100000
amber-ffsb,n,GLY,HA2,0.0895000
amber-ffsb,n,GLY,HA3,0.0895000
amber-ffsb,n,GLY,C,0.6163000
amber-ffsb,n,GLY,O,-0.5722000

# GLY - c-terminal
amber-ffsb,c,GLY,N,-0.3821000
amber-ffsb,c,GLY,H,0.2681000
amber-ffsb,c,GLY,CA,-0.2493000
amber-ffsb,c,GLY,HA2,0.1056000
amber-ffsb,c,GLY,HA3,0.1056000
amber-ffsb,c,GLY,C,0.7231000
amber-ffsb,c,GLY,O,-0.7855000
amber-ffsb,c,GLY,OXT,-0.7855000

# GLY - n-terminal deprotonated
amber-ffsb,n-,GLY,N,-0.5415000
amber-ffsb,n-,GLY,H1,0.1642000
amber-ffsb,n-,GLY,H2,0.1642000
amber-ffsb,n-,GLY,CA,-0.0100000
amber-ffsb,n-,GLY,HA2,0.0895000
amber-ffsb,n-,GLY,HA3,0.0895000
amber-ffsb,n-,GLY,C,0.6163000
amber-ffsb,n-,GLY,O,-0.5722000

# GLY - c-terminal protonated
amber-ffsb,c+,GLY,N,-0.3821000
amber-ffsb,c+,GLY,H,0.2681000
amber-ffsb,c+,GLY,CA,-0.2493000
amber-ffsb,c+,GLY,HA2,0.1056000
amber-ffsb,c+,GLY,HA3,0.1056000
amber-ffsb,c+,GLY,C,0.7231000
amber-ffsb,c+,GLY,O,-0.5180000
amber-ffsb,c+,GLY,OXT,-0.5180000
amber-ffsb,c+,GLY,HOXT,0.4650000

# HID - middle
amber-ffsb,m,HID,N,-0.4157000
amber-ffsb,m,HID,H,0.2719000
amber-ffsb,m,HID,CA,0.0188000
amber-ffsb,m,HID,HA,0.0881000
amber-ffsb,m,HID,CB,-0.0462000
amber-ffsb,m,HID,HB2,0.0402000
amber-ffsb,m,HID,HB3,0.0402000
amber-ffsb,m,HID,CG,-0.0266000
amber-ffsb,m,HID,ND1,-0.3811000
amber-ffsb,m,HID,HD1,0.3649000
amber-ffsb,m,HID,CD2,0.1292000
amber-ffsb,m,HID,HD2,0.1147000
amber-ffsb,m,HID,CE1,0.2057000
amber-ffsb,m,HID,HE1,0.1392000
amber-ffsb,m,HID,NE2,-0.5727000
amber-ffsb,m,HID,C,0.5973000
amber-ffsb,m,HID,O,-0.5679000

# HID - n-terminal
amber-ffsb,n,HID,N,0.1542000
amber-ffsb,n,HID,H1,0.1963000
amber-ffsb,n,HID,H2,0.1963000
amber-ffsb,n,HID,H3,0.1963000
amber-ffsb,n,HID,CA,0.0964000
amber-ffsb,n,HID,HA,0.0958000
amber-ffsb,n,HID,CB,0.0259000
amber-ffsb,n,HID,HB2,0.0209000
amber-ffsb,n,HID,HB3,0.0209000
amber-ffsb,n,HID,CG,-0.0399000
amber-ffsb,n,HID,ND1,-0.3819000
amber-ffsb,n,HID,HD1,0.3632000
amber-ffsb,n,HID,CD2,0.1046000
amber-ffsb,n,HID,HD2,0.1299000
amber-ffsb,n,HID,CE1,0.2127000
amber-ffsb,n,HID,HE1,0.1385000
amber-ffsb,n,HID,NE2,-0.5711000
amber-ffsb,n,HID,C,0.6123000
amber-ffsb,n,HID,O,-0.5713000

# HID - c-terminal
amber-ffsb,c,HID,N,-0.3821000
amber-ffsb,c,HID,H,0.2681000
amber-ffsb,c,HID,CA,-0.1739000
amber-ffsb,c,HID,HA,0.1100000
amber-ffsb,c,HID,CB,-0.1046000
amber-ffsb,c,HID,HB2,0.0565000
amber-ffsb,c,HID,HB3,0.0565000
amber-ffsb,c,HID,CG,0.0293000
amber-ffsb,c,HID,ND1,-0.3892000
amber-ffsb,c,HID,HD1,0.3755000
amber-ffsb,c,HID,CD2,0.1001000
amber-ffsb,c,HID,HD2,0.1241000
amber-ffsb,c,HID,CE1,0.1925000
amber-ffsb,c,HID,HE1,0.1418000
amber-ffsb,c,HID,NE2,-0.5629000
amber-ffsb,c,HID,C,0.7615000
amber-ffsb,c,HID,O,-0.8016000
amber-ffsb,c,HID,OXT,-0.8016000

# HID - n-terminal deprotonated
amber-ffsb,n-,HID,N,-0.6495000
amber-ffsb,n-,HID,H1,0.1963000
amber-ffsb,n-,HID,H2,0.1963000
amber-ffsb,n-,HID,CA,0.0964000
amber-ffsb,n-,HID,HA,0.0958000
amber-ffsb,n-,HID,CB,0.0259000
amber-ffsb,n-,HID,HB2,0.0209000
amber-ffsb,n-,HID,HB3,0.0209000
amber-ffsb,n-,HID,CG,-0.0399000
amber-ffsb,n-,HID,ND1,-0.3819000
amber-ffsb,n-,HID,HD1,0.3632000
amber-ffsb,n-,HID,CD2,0.1046000
amber-ffsb,n-,HID,HD2,0.1299000
amber-ffsb,n-,HID,CE1,0.2127000
amber-ffsb,n-,HID,HE1,0.1385000
amber-ffsb,n-,HID,NE2,-0.5711000
amber-ffsb,n-,HID,C,0.6123000
amber-ffsb,n-,HID,O,-0.5713000

# HID - c-terminal protonated
amber-ffsb,c+,HID,N,-0.3821000
amber-ffsb,c+,HID,H,0.2681000
amber-ffsb,c+,HID,CA,-0.1739000
amber-ffsb,c+,HID,HA,0.1100000
amber-ffsb,c+,HID,CB,-0.1046000
amber-ffsb,c+,HID,HB2,0.0565000
amber-ffsb,c+,HID,HB3,0.0565000
amber-ffsb,c+,HID,CG,0.0293000
amber-ffsb,c+,HID,ND1,-0.3892000
amber-ffsb,c+,HID,HD1,0.3755000
